Australian Bureau of Statistics,,,,
,,,,
"2016 Census - Employment, Income and Education",,,,
STATE (UR) and AGEP Age by STUP Full-Time/Part-Time Student Status,,,,
Counting: Persons Place of Usual Residence,,,,
,,,,
Filters:,,,,
Default Summation,Persons Place of Usual Residence,,,
,,,,
Counting,STATE (UR),AGEP Age,STUP Full-Time/Part-Time Student Status,Count
Persons Place of Usual Residence,New South Wales,0,Not attending,87708
Persons Place of Usual Residence,New South Wales,0,Full-time student,0
Persons Place of Usual Residence,New South Wales,0,Part-time student,0
Persons Place of Usual Residence,New South Wales,0,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",0
Persons Place of Usual Residence,New South Wales,0,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,0
Persons Place of Usual Residence,New South Wales,0,Total,87708
Persons Place of Usual Residence,New South Wales,1,Not attending,92876
Persons Place of Usual Residence,New South Wales,1,Full-time student,0
Persons Place of Usual Residence,New South Wales,1,Part-time student,0
Persons Place of Usual Residence,New South Wales,1,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",0
Persons Place of Usual Residence,New South Wales,1,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,0
Persons Place of Usual Residence,New South Wales,1,Total,92876
Persons Place of Usual Residence,New South Wales,2,Not attending,93584
Persons Place of Usual Residence,New South Wales,2,Full-time student,0
Persons Place of Usual Residence,New South Wales,2,Part-time student,0
Persons Place of Usual Residence,New South Wales,2,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",0
Persons Place of Usual Residence,New South Wales,2,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,0
Persons Place of Usual Residence,New South Wales,2,Total,93584
Persons Place of Usual Residence,New South Wales,3,Not attending,44256
Persons Place of Usual Residence,New South Wales,3,Full-time student,7401
Persons Place of Usual Residence,New South Wales,3,Part-time student,37937
Persons Place of Usual Residence,New South Wales,3,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",639
Persons Place of Usual Residence,New South Wales,3,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,4946
Persons Place of Usual Residence,New South Wales,3,Total,95179
Persons Place of Usual Residence,New South Wales,4,Not attending,24258
Persons Place of Usual Residence,New South Wales,4,Full-time student,13345
Persons Place of Usual Residence,New South Wales,4,Part-time student,52559
Persons Place of Usual Residence,New South Wales,4,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",954
Persons Place of Usual Residence,New South Wales,4,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,4684
Persons Place of Usual Residence,New South Wales,4,Total,95791
Persons Place of Usual Residence,New South Wales,5,Not attending,6507
Persons Place of Usual Residence,New South Wales,5,Full-time student,64114
Persons Place of Usual Residence,New South Wales,5,Part-time student,19410
Persons Place of Usual Residence,New South Wales,5,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",705
Persons Place of Usual Residence,New South Wales,5,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,4479
Persons Place of Usual Residence,New South Wales,5,Total,95216
Persons Place of Usual Residence,New South Wales,6,Not attending,0
Persons Place of Usual Residence,New South Wales,6,Full-time student,90455
Persons Place of Usual Residence,New South Wales,6,Part-time student,338
Persons Place of Usual Residence,New South Wales,6,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",686
Persons Place of Usual Residence,New South Wales,6,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,4993
Persons Place of Usual Residence,New South Wales,6,Total,96479
Persons Place of Usual Residence,New South Wales,7,Not attending,0
Persons Place of Usual Residence,New South Wales,7,Full-time student,89531
Persons Place of Usual Residence,New South Wales,7,Part-time student,237
Persons Place of Usual Residence,New South Wales,7,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",644
Persons Place of Usual Residence,New South Wales,7,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,4737
Persons Place of Usual Residence,New South Wales,7,Total,95142
Persons Place of Usual Residence,New South Wales,8,Not attending,0
Persons Place of Usual Residence,New South Wales,8,Full-time student,90194
Persons Place of Usual Residence,New South Wales,8,Part-time student,220
Persons Place of Usual Residence,New South Wales,8,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",665
Persons Place of Usual Residence,New South Wales,8,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,4755
Persons Place of Usual Residence,New South Wales,8,Total,95833
Persons Place of Usual Residence,New South Wales,9,Not attending,0
Persons Place of Usual Residence,New South Wales,9,Full-time student,89806
Persons Place of Usual Residence,New South Wales,9,Part-time student,205
Persons Place of Usual Residence,New South Wales,9,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",632
Persons Place of Usual Residence,New South Wales,9,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,4871
Persons Place of Usual Residence,New South Wales,9,Total,95516
Persons Place of Usual Residence,New South Wales,10,Not attending,0
Persons Place of Usual Residence,New South Wales,10,Full-time student,86800
Persons Place of Usual Residence,New South Wales,10,Part-time student,195
Persons Place of Usual Residence,New South Wales,10,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",578
Persons Place of Usual Residence,New South Wales,10,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,4571
Persons Place of Usual Residence,New South Wales,10,Total,92149
Persons Place of Usual Residence,New South Wales,11,Not attending,0
Persons Place of Usual Residence,New South Wales,11,Full-time student,83911
Persons Place of Usual Residence,New South Wales,11,Part-time student,181
Persons Place of Usual Residence,New South Wales,11,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",644
Persons Place of Usual Residence,New South Wales,11,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,4342
Persons Place of Usual Residence,New South Wales,11,Total,89078
Persons Place of Usual Residence,New South Wales,12,Not attending,0
Persons Place of Usual Residence,New South Wales,12,Full-time student,82700
Persons Place of Usual Residence,New South Wales,12,Part-time student,218
Persons Place of Usual Residence,New South Wales,12,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",584
Persons Place of Usual Residence,New South Wales,12,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,4304
Persons Place of Usual Residence,New South Wales,12,Total,87806
Persons Place of Usual Residence,New South Wales,13,Not attending,0
Persons Place of Usual Residence,New South Wales,13,Full-time student,82620
Persons Place of Usual Residence,New South Wales,13,Part-time student,257
Persons Place of Usual Residence,New South Wales,13,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",509
Persons Place of Usual Residence,New South Wales,13,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,4212
Persons Place of Usual Residence,New South Wales,13,Total,87596
Persons Place of Usual Residence,New South Wales,14,Not attending,0
Persons Place of Usual Residence,New South Wales,14,Full-time student,81374
Persons Place of Usual Residence,New South Wales,14,Part-time student,295
Persons Place of Usual Residence,New South Wales,14,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",476
Persons Place of Usual Residence,New South Wales,14,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,4245
Persons Place of Usual Residence,New South Wales,14,Total,86382
Persons Place of Usual Residence,New South Wales,15,Not attending,1004
Persons Place of Usual Residence,New South Wales,15,Full-time student,82240
Persons Place of Usual Residence,New South Wales,15,Part-time student,589
Persons Place of Usual Residence,New South Wales,15,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",341
Persons Place of Usual Residence,New South Wales,15,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,3990
Persons Place of Usual Residence,New South Wales,15,Total,88159
Persons Place of Usual Residence,New South Wales,16,Not attending,3442
Persons Place of Usual Residence,New South Wales,16,Full-time student,79761
Persons Place of Usual Residence,New South Wales,16,Part-time student,1866
Persons Place of Usual Residence,New South Wales,16,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",351
Persons Place of Usual Residence,New South Wales,16,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,3993
Persons Place of Usual Residence,New South Wales,16,Total,89421
Persons Place of Usual Residence,New South Wales,17,Not attending,9229
Persons Place of Usual Residence,New South Wales,17,Full-time student,71856
Persons Place of Usual Residence,New South Wales,17,Part-time student,3617
Persons Place of Usual Residence,New South Wales,17,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",309
Persons Place of Usual Residence,New South Wales,17,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,4127
Persons Place of Usual Residence,New South Wales,17,Total,89131
Persons Place of Usual Residence,New South Wales,18,Not attending,24972
Persons Place of Usual Residence,New South Wales,18,Full-time student,51578
Persons Place of Usual Residence,New South Wales,18,Part-time student,7899
Persons Place of Usual Residence,New South Wales,18,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",257
Persons Place of Usual Residence,New South Wales,18,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,4734
Persons Place of Usual Residence,New South Wales,18,Total,89447
Persons Place of Usual Residence,New South Wales,19,Not attending,32825
Persons Place of Usual Residence,New South Wales,19,Full-time student,43470
Persons Place of Usual Residence,New South Wales,19,Part-time student,10312
Persons Place of Usual Residence,New South Wales,19,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",261
Persons Place of Usual Residence,New South Wales,19,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,5400
Persons Place of Usual Residence,New South Wales,19,Total,92265
Persons Place of Usual Residence,New South Wales,20,Not attending,35173
Persons Place of Usual Residence,New South Wales,20,Full-time student,42879
Persons Place of Usual Residence,New South Wales,20,Part-time student,10205
Persons Place of Usual Residence,New South Wales,20,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",215
Persons Place of Usual Residence,New South Wales,20,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,5879
Persons Place of Usual Residence,New South Wales,20,Total,94364
Persons Place of Usual Residence,New South Wales,21,Not attending,42038
Persons Place of Usual Residence,New South Wales,21,Full-time student,37742
Persons Place of Usual Residence,New South Wales,21,Part-time student,9899
Persons Place of Usual Residence,New South Wales,21,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",208
Persons Place of Usual Residence,New South Wales,21,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,6146
Persons Place of Usual Residence,New South Wales,21,Total,96034
Persons Place of Usual Residence,New South Wales,22,Not attending,50046
Persons Place of Usual Residence,New South Wales,22,Full-time student,30505
Persons Place of Usual Residence,New South Wales,22,Part-time student,9522
Persons Place of Usual Residence,New South Wales,22,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",157
Persons Place of Usual Residence,New South Wales,22,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,6393
Persons Place of Usual Residence,New South Wales,22,Total,96622
Persons Place of Usual Residence,New South Wales,23,Not attending,58392
Persons Place of Usual Residence,New South Wales,23,Full-time student,25193
Persons Place of Usual Residence,New South Wales,23,Part-time student,9294
Persons Place of Usual Residence,New South Wales,23,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",170
Persons Place of Usual Residence,New South Wales,23,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,6986
Persons Place of Usual Residence,New South Wales,23,Total,100038
Persons Place of Usual Residence,New South Wales,24,Not attending,66075
Persons Place of Usual Residence,New South Wales,24,Full-time student,19985
Persons Place of Usual Residence,New South Wales,24,Part-time student,8963
Persons Place of Usual Residence,New South Wales,24,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",123
Persons Place of Usual Residence,New South Wales,24,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,7481
Persons Place of Usual Residence,New South Wales,24,Total,102617
Persons Place of Usual Residence,New South Wales,25,Not attending,72236
Persons Place of Usual Residence,New South Wales,25,Full-time student,15500
Persons Place of Usual Residence,New South Wales,25,Part-time student,8864
Persons Place of Usual Residence,New South Wales,25,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",101
Persons Place of Usual Residence,New South Wales,25,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,7699
Persons Place of Usual Residence,New South Wales,25,Total,104408
Persons Place of Usual Residence,New South Wales,26,Not attending,77299
Persons Place of Usual Residence,New South Wales,26,Full-time student,12404
Persons Place of Usual Residence,New South Wales,26,Part-time student,8929
Persons Place of Usual Residence,New South Wales,26,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",101
Persons Place of Usual Residence,New South Wales,26,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,8051
Persons Place of Usual Residence,New South Wales,26,Total,106772
Persons Place of Usual Residence,New South Wales,27,Not attending,79357
Persons Place of Usual Residence,New South Wales,27,Full-time student,9842
Persons Place of Usual Residence,New South Wales,27,Part-time student,8250
Persons Place of Usual Residence,New South Wales,27,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",104
Persons Place of Usual Residence,New South Wales,27,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,7951
Persons Place of Usual Residence,New South Wales,27,Total,105502
Persons Place of Usual Residence,New South Wales,28,Not attending,81477
Persons Place of Usual Residence,New South Wales,28,Full-time student,8165
Persons Place of Usual Residence,New South Wales,28,Part-time student,7853
Persons Place of Usual Residence,New South Wales,28,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",92
Persons Place of Usual Residence,New South Wales,28,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,7937
Persons Place of Usual Residence,New South Wales,28,Total,105528
Persons Place of Usual Residence,New South Wales,29,Not attending,83036
Persons Place of Usual Residence,New South Wales,29,Full-time student,6766
Persons Place of Usual Residence,New South Wales,29,Part-time student,7410
Persons Place of Usual Residence,New South Wales,29,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",86
Persons Place of Usual Residence,New South Wales,29,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,7645
Persons Place of Usual Residence,New South Wales,29,Total,104947
Persons Place of Usual Residence,New South Wales,30,Not attending,86700
Persons Place of Usual Residence,New South Wales,30,Full-time student,5819
Persons Place of Usual Residence,New South Wales,30,Part-time student,7346
Persons Place of Usual Residence,New South Wales,30,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",77
Persons Place of Usual Residence,New South Wales,30,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,7809
Persons Place of Usual Residence,New South Wales,30,Total,107755
Persons Place of Usual Residence,New South Wales,31,Not attending,87672
Persons Place of Usual Residence,New South Wales,31,Full-time student,5103
Persons Place of Usual Residence,New South Wales,31,Part-time student,6947
Persons Place of Usual Residence,New South Wales,31,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",80
Persons Place of Usual Residence,New South Wales,31,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,7704
Persons Place of Usual Residence,New South Wales,31,Total,107515
Persons Place of Usual Residence,New South Wales,32,Not attending,89307
Persons Place of Usual Residence,New South Wales,32,Full-time student,4628
Persons Place of Usual Residence,New South Wales,32,Part-time student,7040
Persons Place of Usual Residence,New South Wales,32,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",87
Persons Place of Usual Residence,New South Wales,32,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,7722
Persons Place of Usual Residence,New South Wales,32,Total,108782
Persons Place of Usual Residence,New South Wales,33,Not attending,90824
Persons Place of Usual Residence,New South Wales,33,Full-time student,4330
Persons Place of Usual Residence,New South Wales,33,Part-time student,6497
Persons Place of Usual Residence,New South Wales,33,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",79
Persons Place of Usual Residence,New South Wales,33,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,7528
Persons Place of Usual Residence,New South Wales,33,Total,109259
Persons Place of Usual Residence,New South Wales,34,Not attending,89663
Persons Place of Usual Residence,New South Wales,34,Full-time student,3744
Persons Place of Usual Residence,New South Wales,34,Part-time student,6324
Persons Place of Usual Residence,New South Wales,34,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",72
Persons Place of Usual Residence,New South Wales,34,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,7240
Persons Place of Usual Residence,New South Wales,34,Total,107050
Persons Place of Usual Residence,New South Wales,35,Not attending,89181
Persons Place of Usual Residence,New South Wales,35,Full-time student,3473
Persons Place of Usual Residence,New South Wales,35,Part-time student,5985
Persons Place of Usual Residence,New South Wales,35,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",83
Persons Place of Usual Residence,New South Wales,35,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,7056
Persons Place of Usual Residence,New South Wales,35,Total,105774
Persons Place of Usual Residence,New South Wales,36,Not attending,86051
Persons Place of Usual Residence,New South Wales,36,Full-time student,3037
Persons Place of Usual Residence,New South Wales,36,Part-time student,5670
Persons Place of Usual Residence,New South Wales,36,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",72
Persons Place of Usual Residence,New South Wales,36,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,6656
Persons Place of Usual Residence,New South Wales,36,Total,101488
Persons Place of Usual Residence,New South Wales,37,Not attending,84254
Persons Place of Usual Residence,New South Wales,37,Full-time student,2682
Persons Place of Usual Residence,New South Wales,37,Part-time student,5227
Persons Place of Usual Residence,New South Wales,37,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",70
Persons Place of Usual Residence,New South Wales,37,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,6515
Persons Place of Usual Residence,New South Wales,37,Total,98753
Persons Place of Usual Residence,New South Wales,38,Not attending,83657
Persons Place of Usual Residence,New South Wales,38,Full-time student,2464
Persons Place of Usual Residence,New South Wales,38,Part-time student,4962
Persons Place of Usual Residence,New South Wales,38,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",73
Persons Place of Usual Residence,New South Wales,38,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,6228
Persons Place of Usual Residence,New South Wales,38,Total,97382
Persons Place of Usual Residence,New South Wales,39,Not attending,83321
Persons Place of Usual Residence,New South Wales,39,Full-time student,2182
Persons Place of Usual Residence,New South Wales,39,Part-time student,4656
Persons Place of Usual Residence,New South Wales,39,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",61
Persons Place of Usual Residence,New South Wales,39,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,6113
Persons Place of Usual Residence,New South Wales,39,Total,96326
Persons Place of Usual Residence,New South Wales,40,Not attending,84230
Persons Place of Usual Residence,New South Wales,40,Full-time student,2082
Persons Place of Usual Residence,New South Wales,40,Part-time student,4669
Persons Place of Usual Residence,New South Wales,40,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",83
Persons Place of Usual Residence,New South Wales,40,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,6269
Persons Place of Usual Residence,New South Wales,40,Total,97337
Persons Place of Usual Residence,New South Wales,41,Not attending,84661
Persons Place of Usual Residence,New South Wales,41,Full-time student,1917
Persons Place of Usual Residence,New South Wales,41,Part-time student,4390
Persons Place of Usual Residence,New South Wales,41,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",65
Persons Place of Usual Residence,New South Wales,41,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,6169
Persons Place of Usual Residence,New South Wales,41,Total,97196
Persons Place of Usual Residence,New South Wales,42,Not attending,87856
Persons Place of Usual Residence,New South Wales,42,Full-time student,1817
Persons Place of Usual Residence,New South Wales,42,Part-time student,4262
Persons Place of Usual Residence,New South Wales,42,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",62
Persons Place of Usual Residence,New South Wales,42,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,6375
Persons Place of Usual Residence,New South Wales,42,Total,100371
Persons Place of Usual Residence,New South Wales,43,Not attending,89991
Persons Place of Usual Residence,New South Wales,43,Full-time student,1692
Persons Place of Usual Residence,New South Wales,43,Part-time student,4304
Persons Place of Usual Residence,New South Wales,43,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",63
Persons Place of Usual Residence,New South Wales,43,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,6290
Persons Place of Usual Residence,New South Wales,43,Total,102344
Persons Place of Usual Residence,New South Wales,44,Not attending,93461
Persons Place of Usual Residence,New South Wales,44,Full-time student,1689
Persons Place of Usual Residence,New South Wales,44,Part-time student,4189
Persons Place of Usual Residence,New South Wales,44,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",77
Persons Place of Usual Residence,New South Wales,44,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,6500
Persons Place of Usual Residence,New South Wales,44,Total,105914
Persons Place of Usual Residence,New South Wales,45,Not attending,94984
Persons Place of Usual Residence,New South Wales,45,Full-time student,1566
Persons Place of Usual Residence,New South Wales,45,Part-time student,4050
Persons Place of Usual Residence,New South Wales,45,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",88
Persons Place of Usual Residence,New South Wales,45,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,6853
Persons Place of Usual Residence,New South Wales,45,Total,107545
Persons Place of Usual Residence,New South Wales,46,Not attending,87737
Persons Place of Usual Residence,New South Wales,46,Full-time student,1398
Persons Place of Usual Residence,New South Wales,46,Part-time student,3733
Persons Place of Usual Residence,New South Wales,46,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",64
Persons Place of Usual Residence,New South Wales,46,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,6300
Persons Place of Usual Residence,New South Wales,46,Total,99229
Persons Place of Usual Residence,New South Wales,47,Not attending,86933
Persons Place of Usual Residence,New South Wales,47,Full-time student,1283
Persons Place of Usual Residence,New South Wales,47,Part-time student,3421
